edge_id,from_node,to_node,length_m,speed_mps,drive_time_s,num_lanes
-26826210#1,294312175,294312026,118.32,4.5142,26.2105,1
-26826210#4,294312018,294312175,246.34,4.5142,54.5695,1
-26826211#1,294312222,294312175,34.78,4.5142,7.7046,1
-26826212#0,294312233,294312222,19.33,4.5145,4.2818,1
-26826212#1,294312222,294312233,19.33,4.5145,4.2818,1
-26826214#1,294312295,294312055,222.33,4.5142,49.2508,1
-26826214#4,294312066,294312295,269.61,4.5142,59.7243,1
-26826216,294312341,294312295,63.8,4.5143,14.1329,1
-26826217#0,1605647023,294312341,25.63,4.5143,5.6775,1
-26826217#1,294312341,1605647023,18.29,4.5142,4.0517,1
-26826443#2,294320312,294320262,197.15,4.5142,43.6729,1
-26826444#1,294320312,296267126,193.19,4.5142,42.7957,1
-26826444#3,294320272,294320312,132.74,4.5143,29.4046,1
-26826445#1,294320336,294320267,117.47,4.5142,26.0222,1
-26826446#0,294320347,294320336,27.78,4.5143,6.1538,1
-26826446#1,294320336,294320347,18.55,4.5143,4.1092,1
-26826447#1,294320377,294320264,119.43,4.5142,26.4563,1
-26826448#0,1605646952,294320377,22.52,4.5143,4.9886,1
-26826448#1,294320377,1605646952,21.75,4.5141,4.8182,1
-26826450#1,294320454,294320425,118.15,4.5143,26.1726,1
-26826451#10,296180936,282813667,367.87,4.5143,81.4908,1
-26826451#2,296180940,294320425,394.0,4.5143,87.2791,1
-26826451#4,282813667,296180940,61.0,4.5143,13.5126,1
-26826452#0,1605629462,294320454,32.59,4.5142,7.2194,1
-26826452#1,294320454,1605629462,29.0,4.5143,6.424,1
-26826454,1605629276,294320554,122.23,4.5142,27.0766,1
-26826455#0,294320588,1605629276,11.39,4.5143,2.5231,1
-26826455#1,1605629276,294320588,26.86,4.5141,5.9502,1
-26826456#2,294320485,294320543,398.26,4.5143,88.2228,1
-26935097#0,295144352,295144342,82.08,3.6108,22.732,1
-26935097#1,295144384,295144352,221.81,3.6107,61.4305,1
-26935097#4,295144385,295144384,72.43,3.6107,20.0597,1
-26935098#2,295144412,295144387,452.39,3.6107,125.2898,1
-26935099#1,295144439,295144425,107.79,3.6107,29.8526,1
-26935099#3,295144453,295144439,567.44,3.6108,157.1529,1
-26935101#2,295144439,295144455,244.76,3.6107,67.7865,1
-26935102#1,295144478,295144461,66.6,3.6108,18.4449,1
-26935102#2,295144525,295144478,159.4,3.6108,44.1458,1
-26935102#3,2455621140,295144525,49.5,3.6108,13.7089,1
-26935103#0,2455621140,295144542,0.2,3.6101,0.0554,1
-26935103#2,295144542,2455621140,55.52,3.6108,15.3763,1
-26935104#1,295144554,295144525,110.79,3.6107,30.6834,1
-26935105#1,295144577,295144478,46.81,3.6108,12.964,1
-26935107#0,2445343076,295144577,28.61,3.6107,7.9237,1
-26935107#1,295144577,2445343076,20.17,3.6107,5.5862,1
-26935109,328354337,328354238,15.8,4.5143,3.5,1
-26935110#1,329923559,295144606,90.95,4.5142,20.1474,1
-26935110#2,295144616,329923559,20.58,4.5143,4.5588,1
-26935110#3,295144647,295144616,230.43,4.5143,51.0449,1
-26935110#4,2445880917,295144647,12.4,4.5143,2.7468,1
-26935112#0,329923749,295144647,148.57,4.5142,32.9114,1
-26935112#1,329923828,329923749,91.21,4.5143,20.2049,1
-26935112#2,329923903,329923828,76.92,4.5142,17.0394,1
-26935112#4,295144682,329923903,51.17,4.5143,11.3351,1
-26935117#3,295144774,cluster_334325602_82831071,338.4,4.5142,74.9628,1
-26935117#4,295144792,295144774,126.42,4.5143,28.0046,1
-26935118#0,295144805,295144792,26.95,4.5144,5.9698,1
-26935118#1,295144792,295144805,25.27,4.5143,5.5978,1
-26935119#2,295144827,cluster_295144813_334325596,57.21,4.5143,12.6732,1
-26935119#3,295144812,295144827,32.58,4.5142,7.2172,1
-26935119#5,295144826,295144812,26.81,4.5142,5.9391,1
-26935119#6,295144816,295144826,111.54,4.5143,24.7083,1
-26935119#7,295144826,295144816,270.55,4.5143,59.9323,1
-26935121,295144828,295144827,17.99,4.5142,3.9852,1
-26935122#0,295144843,295144828,23.31,4.5142,5.1637,1
-26935122#1,295144828,295144843,19.28,4.5144,4.2708,1
-26935128#10,299045561,294298844,77.61,2.7073,28.6674,1
-26935128#11,302857881,299045561,143.29,2.7072,52.9283,1
-26935128#14,cluster_295144862_339573894,302857881,133.4,2.7072,49.2751,1
-26935128#17,1999205833,cluster_295144862_339573894,40.06,2.7073,14.7972,1
-26935128#3,338849148,cluster_251576070_309711638,129.74,2.7073,47.9231,1
-26935128#6,309711636,338849148,253.25,2.7072,93.5452,1
-26935128#8,294298844,309711636,165.43,2.7073,61.1062,1
-26935130#2,295406719,295406714,279.46,3.6108,77.3966,1
-26935131#2,295144863,517706894,151.36,3.6107,41.9194,1
-26935132#1,338450436,cluster_295144875_295144877,80.37,3.6108,22.2585,1
-26935132#2,338450433,338450436,70.23,3.6108,19.4502,1
-26937523#2,295175063,295175057,467.86,4.5143,103.6406,1
-26937524#1,295175169,295175064,110.9,4.5142,24.5668,1
-26937525#4,295175192,295175071,108.12,4.5143,23.9508,1
-26937526#2,295175094,295175077,367.98,4.5143,81.5151,1
-26958213#4,295406624,cluster_11386320246_295406610,173.08,3.6107,47.9348,1
-26958214#11,295406624,329924062,132.19,3.6107,36.6102,1
-26958214#12,295406626,295406624,54.56,3.6107,15.1105,1
-26958214#13,9791424086,295406626,54.37,3.6108,15.0578,1
-26958214#14,295406642,9791424086,19.91,3.6107,5.5142,1
-26958214#16,295406648,295406642,112.81,3.6108,31.2428,1
-26958214#21,306013069,295406648,94.72,3.6107,26.2329,1
-26958214#6,299134026,299134041,353.44,3.6107,97.8855,1
-26958214#7,299134025,299134026,68.38,3.6108,18.9378,1
-26958214#8,299134024,299134025,88.5,3.6107,24.5102,1
-26958214#9,329924062,299134024,261.25,3.6107,72.3535,1
-26958215#3,293956353,295406663,335.04,3.6108,92.7895,1
-26958217#5,cluster_295406695_4612010940_4614302181_6091318478,287356564,104.59,3.6108,28.9662,1
-26958219#3,309711609,cluster_295406695_4612010940_4614302181_6091318478,128.38,4.5143,28.4388,1
-26958219#6,295699028,309711609,167.4,4.5143,37.0825,1
-26958221#4,295144863,279068744,232.59,2.7072,85.9138,2
-26958222#2,344967416,295406701,73.26,3.6107,20.2895,1
-26958222#3,344967396,344967416,78.09,3.6107,21.6271,1
-26958222#5,344967365,344967396,78.48,3.6107,21.7351,1
-26958223#0,344967313,295406720,110.75,3.6107,30.6723,1
-26958223#1,344967255,344967313,117.12,3.6107,32.4366,1
-26958223#3,295406722,344967255,246.48,3.6108,68.2628,1
-26958225#13,345085110,306201777,351.77,3.6107,97.4231,1
-26958225#19,30255446,345085110,177.77,3.6108,49.2335,1
-26958226#2,300707088,286311090,60.59,3.6108,16.7803,1
-26958226#5,300707133,300707088,159.73,3.6108,44.2372,1
-26958226#9,293956355,300707133,67.76,3.6107,18.7662,1
-26965294#3,306013441,292190541,134.61,3.6108,37.2803,1
-26978794#2,408435647,295699007,218.74,3.6107,60.5803,1
-26978850#1,295701329,295700158,27.52,3.6108,7.6215,1
-26978850#3,295700159,295701329,45.73,3.6108,12.6649,1
-26978907#2,295701309,295701305,115.14,3.6108,31.888,1
-26978907#4,4612010944,295701309,15.36,3.6109,4.2538,1
-26978908#2,295701305,295701315,97.64,3.6107,27.0415,1
-26978908#4,295701329,295701305,142.62,3.6107,39.4988,1
-26979087#1,499953664,309711607,81.75,3.6108,22.6406,1
-26979087#3,295699025,499953664,71.18,3.6108,19.7132,1
-26979259#3,442760454,2753084568,216.91,3.6107,60.0735,1
-26979259#5,295704979,442760454,43.35,3.6108,12.0058,1
-26984331#3,310718855,250931959,53.31,4.5143,11.8092,2
-27006111#1,308232169,336984595,4.22,4.5143,0.9348,1
-27006111#11,336984427,294298844,206.48,4.5142,45.7397,1
-27006111#13,cluster_294298830_340433787,336984427,88.19,4.5142,19.536,1
-27006111#3,340085934,308232169,71.27,4.5143,15.7877,1
-27006111#4,294298849,340085934,74.58,4.5143,16.5209,1
-27006111#6,299045565,294298849,84.78,4.5142,18.7806,1
-27006111#8,294298844,299045565,86.19,4.5142,19.0929,1
-27007104#1,295175094,cluster_295175096_533769763,51.0,4.5143,11.2975,1
-27007104#10,295175063,295175064,48.32,4.5142,10.704,1
-27007104#11,295175057,295175063,75.86,4.5142,16.8046,1
-27007104#16,cluster_295175045_340086020,295175057,186.07,4.5142,41.2185,1
-27007104#4,295175079,295175094,161.68,4.5143,35.8154,1
-27007104#5,295175077,295175079,36.68,4.5144,8.1252,1
-27007104#7,295175071,295175077,196.07,4.5143,43.4335,1
-27007104#9,295175064,295175071,93.52,4.5143,20.7166,1
-27020523#1,296267126,296180940,135.45,4.5143,30.0049,1
-27020523#3,294320267,296267126,266.38,4.5143,59.0086,1
-27020525#0,282813669,296180964,36.64,4.5142,8.1166,1
-27020525#2,282813677,282813669,116.56,4.5143,25.8203,1
-27020526#0,282813677,1605629382,30.29,4.5143,6.7098,1
-27020526#2,282813678,282813677,53.27,4.5143,11.8003,1
-27029216#1,296266992,296266991,53.59,4.5142,11.8714,1
-27029217#0,296267003,296266992,67.16,4.5143,14.8772,1
-27029217#1,296266992,296267003,58.57,4.5142,12.9745,1
-27029218#1,296267023,296267014,111.12,4.5142,24.6154,1
-27029220#0,296267037,296267023,24.31,4.5142,5.3852,1
-27029220#1,296267023,296267037,20.39,4.5142,4.5169,1
-27029222,296267066,294320525,114.04,4.5143,25.2622,1
-27029223#0,296267076,296267066,15.73,4.5141,3.4846,1
-27029223#1,296267066,296267076,13.27,4.5141,2.9397,1
-27029231#1,296267149,296267145,71.27,4.5143,15.7877,1
-27029232#0,296267159,296267149,19.41,4.5143,4.2997,1
-27029232#1,296267149,296267159,15.49,4.5142,3.4314,1
-27046680#2,296501357,296501324,384.24,4.5142,85.1172,1
-27046681#1,296501365,296501518,123.57,4.5143,27.3732,1
-27046681#2,296501357,296501365,185.62,4.5142,41.1188,1
-27046682#1,296501590,296501518,57.22,4.5143,12.6754,1
-27046684#2,296501371,296501365,94.54,4.5143,20.9425,1
-27046687#0,296501392,296501371,24.19,4.5143,5.3585,1
-27046687#1,296501371,296501392,17.0,4.5143,3.7658,1
-27073086#1,418991454,1553391593,50.51,4.5143,11.1889,2
-27073086#2,418988960,418991454,39.96,4.5142,8.852,2
-27073089#2,295704951,297024110,83.75,3.6107,23.1948,1
-27098626#3,297322540,12364195171,247.91,4.5143,54.9172,1
-27098632#2,297322748,297322733,298.92,4.5143,66.2169,1
-27098633#1,297322803,297322735,47.25,4.5143,10.4668,1
-27098634#2,297322540,2125413348,148.61,4.5142,32.9203,1
-27098634#3,297322733,297322540,71.07,4.5143,15.7434,1
-27098634#4,297322735,297322733,69.47,4.5143,15.3889,1
-27098634#6,297322748,297322735,313.48,4.5142,69.4425,1
-27098634#8,297322754,297322748,86.19,4.5142,19.0929,1
-27098643,297322764,297322754,108.94,4.5142,24.1326,1
-27098644#0,297322764,297322762,0.2,4.5147,0.0443,1
-27098644#1,297322762,297322764,47.18,4.5142,10.4514,1
-27098646#0,297322808,297322803,24.05,4.5141,5.3277,1
-27098646#1,297322803,297322808,19.13,4.5145,4.2375,1
-27098648,297322828,297322824,58.18,4.5143,12.888,1
-27098649#0,297322842,297322828,15.12,4.5141,3.3495,1
-27098649#1,297322828,297322842,15.69,4.5142,3.4757,1
-27098650,297322888,295144808,510.0,4.5142,112.9757,1
-27098653#1,297322935,297322900,31.53,4.5142,6.9846,1
-27098654#0,297322943,297322935,21.97,4.5143,4.8668,1
-27098654#1,297322935,297322943,5.01,4.5143,1.1098,1
-27098655#1,297322900,cluster_300707134_300707139,30.12,4.5142,6.6723,1
-27098655#4,297322950,297322900,297.66,4.5143,65.9378,1
-27098655#8,297322980,297322950,201.57,4.5142,44.652,1
-27098656#0,2458464742,297322980,12.67,4.514,2.8068,1
-27098656#1,297322980,2458464742,15.77,4.5145,3.4932,1
-27098658#1,297323012,297322950,30.65,4.5143,6.7895,1
-27098659#0,297323020,297323012,12.63,4.5143,2.7978,1
-27098659#1,297323012,297323020,15.45,4.5142,3.4225,1
-27098668#1,297323178,297323175,62.31,4.5142,13.8031,1
-27098670,297323215,297323209,73.61,4.5142,16.3062,1
-27098671#1,297323261,297323240,89.01,4.5143,19.7175,1
-27098672,297323244,297323240,84.81,4.5143,18.7871,1
-27098674#0,297323185,297323178,24.9,4.5141,5.516,1
-27098674#1,297323178,297323185,26.9,4.5143,5.9588,1
-27098675#0,297323232,297323215,35.37,4.5143,7.8351,1
-27098675#1,297323215,297323232,25.98,4.5143,5.7551,1
-27098676#0,297323250,297323244,31.25,4.5143,6.9225,1
-27098676#1,297323244,297323250,28.36,4.5141,6.2825,1
-27098677#0,297323267,297323261,27.16,4.5142,6.0166,1
-27098677#1,297323261,297323267,23.24,4.5144,5.148,1
-27100376#8,283267240,283267193,285.71,4.5142,63.2908,1
-27100378#1,297338245,297338222,84.43,4.5142,18.7031,1
-27100380#0,297338265,297338245,23.82,4.5143,5.2766,1
-27100380#1,297338245,297338265,21.73,4.5144,4.8135,1
-27100381#3,297338288,293459068,359.62,4.5142,79.6634,1
-27127251#0,294320543,294320525,207.03,3.6107,57.3372,1
-27127251#1,294320554,294320543,99.47,3.6107,27.5483,1
-27127251#2,282813678,294320554,49.56,3.6108,13.7255,1
-27127251#4,cluster_282813679_340086008,282813678,41.52,3.6107,11.4991,1
-27142342#4,2713425617,297794499,608.03,3.6107,168.3945,1
-27142349#4,253262192,297794517,353.78,3.6107,97.9797,1
-27142368#2,297794521,297794591,349.88,3.6108,96.8994,1
-27202412#6,500375337,298505224,111.16,3.6108,30.7858,1
-27203035#4,418996072,298510756,127.81,3.6107,35.3972,1
-27203087#4,298510750,298511021,179.11,3.6108,49.6046,1
-27203087#8,392323912,298510750,122.3,3.6107,33.8711,1
-27203123#2,298510752,298511554,120.33,3.6107,33.3255,1
-27203123#6,298511555,298510752,180.62,3.6108,50.0228,1
-27203308#7,298511554,340433857,217.44,3.6107,60.2203,1
-27209884#3,422348163,1946220905,120.24,3.6107,33.3006,1
-27209887#6,298584872,295699950,126.89,3.6108,35.1422,1
-27209889#3,298584893,13130143614,62.78,3.6107,17.3871,1
-27209893#10,298584894,298584893,135.52,3.6108,37.5323,1
-27209897#1,416239712,416187388,77.66,3.6107,21.508,1
-27209897#3,416243489,416239712,80.47,3.6108,22.2862,1
-27209897#6,416224607,416243489,86.04,3.6107,23.8289,1
-27228246#4,cluster_261687171_4318791396_4611982702_6538855870,300190245,88.21,3.6108,24.4298,1
-27246069#1,299022634,299022625,70.91,4.5143,15.708,1
-27246071#0,299022645,299022634,20.01,4.5143,4.4326,1
-27246071#1,299022634,299022645,18.79,4.5141,4.1625,1
-27246072#3,299022670,293459066,599.93,4.5143,132.8969,1
-27246074#1,299022674,299022671,49.63,4.5142,10.9942,1
-27246074#2,299022677,299022674,53.23,4.5142,11.7917,1
-27246075#2,299022707,299022674,132.35,4.5143,29.3182,1
-27246076#0,299022692,299022677,30.81,4.5144,6.8249,1
-27246076#1,299022677,299022692,24.51,4.5142,5.4295,1
-27246077#0,299022715,299022707,26.7,4.5143,5.9145,1
-27246077#1,299022707,299022715,15.15,4.5143,3.356,1
-27246477#1,499953675,499953678,38.89,4.5142,8.6151,1
-27246478#1,299027477,299027461,300.08,4.5143,66.4738,1
-27247557#1,309711626,387944279,209.2,3.6107,57.9382,1
-27247559#10,363709175,363709429,78.05,3.6108,21.616,1
-27247559#12,331969397,363709175,79.47,3.6108,22.0092,1
-27247559#14,331969334,331969397,121.1,3.6107,33.5388,1
-27247559#3,335820946,309711623,87.93,3.6107,24.3523,1
-27247559#5,331969416,335820946,110.87,3.6108,30.7055,1
-27247559#7,412689890,331969416,65.25,3.6107,18.0711,1
-27247559#9,363709429,412689890,76.03,3.6107,21.0566,1
-27247562#1,299045559,308232155,243.52,2.7072,89.9511,1
-27247562#3,299045561,299045559,69.19,2.7073,25.5572,1
-27247562#6,299045563,299045561,86.03,2.7073,31.7775,1
-27247563#2,299045559,cluster_299045554_299045555_8637330184,138.29,2.7073,51.0812,1
-27247564#0,302857880,cluster_299045554_299045555_8637330184,45.75,2.7072,16.8991,1
-27247564#2,302857881,302857880,38.22,2.7073,14.1175,1
-27247564#5,306201538,302857881,85.37,2.7073,31.5338,1
-27247564#9,cluster_308232170_339573892,306201538,97.2,2.7072,35.9037,1
-27247565#1,330382522,330382526,98.98,3.6107,27.4126,1
-27247565#13,cluster_306201556_339271925_339271926_340085904_#1more,cluster_306201559_340085876,147.82,3.6108,40.9388,1
-27247565#2,330382521,330382522,32.4,3.6108,8.9732,1
-27247565#4,330382520,330382521,70.47,3.6108,19.5166,1
-27247565#6,306201562,330382520,81.54,3.6108,22.5825,1
-27247565#9,cluster_306201559_340085876,306201562,156.61,3.6108,43.3732,1
-27247566#10,299045585,309711636,83.83,2.7073,30.9649,1
-27247566#13,299045587,299045585,88.57,2.7072,32.716,1
-27247566#16,340085935,299045587,75.32,2.7073,27.8215,1
-27247566#18,302857898,340085935,77.97,2.7073,28.8003,1
-27247566#2,336984417,339271792,104.48,2.7073,38.5926,1
-27247566#5,339271794,336984417,83.3,2.7073,30.7692,1
-27247566#7,309711636,339271794,84.04,2.7073,31.0425,1
-27247567#1,339204557,294298869,128.01,2.7073,47.284,1
-27250938#0,418988958,418992828,228.22,4.5143,50.5554,2
-27250938#2,338450634,418988958,83.61,4.5143,18.5212,2
-27250938#6,299089256,338450634,309.06,4.5143,68.4631,2
-27255022#1,442755834,294320166,94.06,4.5142,20.8363,1
-27255022#10,299184002,295175192,375.73,4.5142,83.232,1
-27255022#2,416285286,442755834,88.08,4.5142,19.5117,1
-27255022#4,295175192,416285286,81.62,4.5142,18.0806,1
-27265784#11,299276360,299276352,162.27,3.6107,44.9409,1
-27265784#2,299276339,299276338,78.38,3.6108,21.7074,1
-27265784#5,299276344,299276339,108.73,3.6107,30.1129,1
-27265784#7,344967446,299276344,79.72,3.6108,22.0785,1
-27265784#9,299276352,344967446,84.72,3.6107,23.4634,1
-27265785#1,299276374,299276361,503.45,3.6108,139.4308,1
-27267124#1,255942730,255942731,39.07,2.7072,14.4317,1
-27267127#3,369888138,256993290,162.38,3.6107,44.9714,1
-27267127#5,260316102,369888138,176.5,3.6108,48.8818,1
-27274878#4,295704998,297024074,202.48,3.6108,56.0769,1
-27274878#5,295704979,295704998,114.73,3.6108,31.7745,1
-27343396,411932204,442760457,277.07,3.6107,76.7348,1
-27392323#16,300707133,300707088,583.0,3.6108,161.4622,1
-27392324#1,2458465705,cluster_300707134_300707139,8.41,4.514,1.8631,1
-27392324#3,334325970,2458465705,322.33,4.5142,71.4028,1
-27392324#5,300707171,334325970,182.84,4.5143,40.5028,1
-27392325#1,300707187,300707171,151.31,4.5143,33.5182,1
-27392325#4,300707191,300707187,47.48,4.5143,10.5178,1
-27392326,300707211,300707187,260.85,4.5142,57.7837,1
-27459011#1,329251090,301490890,130.91,3.6107,36.2557,1
-27459011#3,301490902,329251090,253.78,3.6107,70.2846,1
-27459013#2,301490899,301490902,265.09,3.6107,73.4169,1
-27459016#0,444672692,301490905,293.57,3.6108,81.3043,1
-27459016#2,329250962,444672692,111.31,3.6107,30.8274,1
-27459017#2,301490905,444672692,143.96,3.6108,39.8698,1
-27459018#3,301490930,301490923,337.2,3.6108,93.3877,1
-27459019#2,293459040,301490931,546.38,3.6108,151.3203,1
-27459020#1,301490943,301490941,67.21,3.6108,18.6138,1
-27459020#3,301490944,301490943,71.59,3.6108,19.8268,1
-27459021#1,301490951,301490944,388.37,3.6107,107.5594,1
-27459021#3,293459037,301490951,114.66,3.6108,31.7551,1
-27459022#2,301490957,293459037,76.56,3.6107,21.2034,1
-27459023#2,301490957,301490943,282.62,3.6108,78.2717,1
-27459024#0,342187415,301490962,31.17,3.6107,8.6326,1
-27459024#1,301490962,342187415,33.64,3.6108,9.3166,1
-27552599#0,1673536205,302464754,783.48,3.6107,216.9855,1
-27552599#1,1673536222,1673536205,227.07,3.6108,62.8871,1
-27552599#5,302464763,1673536222,163.75,3.6107,45.3508,1
-27582005#2,302857856,cluster_114197503_302857854,233.7,2.7073,86.3237,1
-27582005#5,308232185,302857856,86.08,2.7073,31.796,1
-27582005#8,302857858,308232185,75.92,2.7073,28.0431,1
-27582008#2,302857856,308232171,210.96,2.7073,77.924,1
-27582008#4,302857899,302857856,82.34,2.7072,30.4148,1
-27582009#10,1822055188,295144861,61.71,2.7072,22.7945,1
-27582009#4,340085947,296018207,77.34,2.7073,28.5677,1
-27582009#6,1801260560,340085947,61.45,2.7072,22.6985,1
-27582009#8,295144861,1801260560,62.52,2.7073,23.0935,1
-27872865#1,306013066,306013063,107.06,3.6107,29.6505,1
-27872865#2,306013067,306013066,76.64,3.6108,21.2255,1
-27872865#4,306013069,306013067,74.97,3.6107,20.7631,1
-27872866#0,293956373,2276974582,191.48,3.6108,53.0305,1
-27872866#2,293956355,293956373,76.51,3.6108,21.1895,1
-27872867#2,306013090,306013088,249.31,3.6108,69.0465,1
-27872867#7,295406702,306013090,231.69,3.6107,64.1668,1
-27872868#1,295406705,306013092,61.57,3.6107,17.052,1
-27872868#10,295406701,295406702,85.35,3.6107,23.6378,1
-27872868#7,295406702,295406705,85.62,3.6107,23.7126,1
-27872870#4,418988969,30255438,107.27,3.6107,29.7086,1
-27872870#5,306013118,418988969,104.38,3.6108,28.908,1
-27872901#0,306013442,335820891,80.75,3.6108,22.3637,1
-27872901#2,442760426,306013442,71.36,3.6108,19.7631,1
-27872903#2,334623755,295144913,7.1,3.6105,1.9665,1
-27872905#2,298826269,295144913,87.44,3.6107,24.2166,1
-27872905#6,298826273,298826269,90.18,3.6108,24.9754,1
-27888583#3,306201596,338450311,127.04,3.6108,35.1837,1
-27888585#2,306201745,8098810933,64.19,3.6107,17.7775,1
-28071044#1,308232186,308232185,83.48,2.7073,30.8357,1
-28084869#2,283267199,283267196,157.89,4.5142,34.976,1
-28196793#3,309711626,309711623,343.36,3.6108,95.0938,1
-28196793#5,443127194,309711626,105.4,3.6108,29.1905,1
-28196793#6,387944278,443127194,19.11,3.6107,5.2926,1
-28196793#7,309711627,387944278,79.91,3.6108,22.1311,1
-28196794#4,309711608,4612010942,224.26,3.6108,62.1089,1
-28294310#0,376114940,13329700713,17.26,4.5143,3.8234,1
-28294310#1,416200980,376114940,38.93,4.5143,8.6237,1
-28294314#4,299045502,cluster_280645653_310717282,287.63,2.7073,106.2443,1
-28294320,21305997,21305996,132.76,5.4178,24.5046,2
-28294534#1,10538055453,13017180080,335.92,5.4177,62.0037,1
-28500881#1,418996078,cluster_21305999_310717158,38.83,4.5143,8.6015,2
-28903124#2,299292021,7742395185,52.71,2.7073,19.4698,1
-29514642#11,295144387,295144412,334.98,3.6108,92.7729,1
-29514642#12,331664429,295144387,32.03,3.6107,8.8708,1
-29514642#14,293815289,331664429,61.01,3.6108,16.8966,1
-29514642#3,295144453,cluster_1543766339_334325632,83.35,3.6107,23.084,1
-29514642#4,295144455,295144453,187.78,3.6108,52.0058,1
-29514642#5,295144425,295144455,133.85,3.6108,37.0698,1
-29514642#7,301490941,295144425,118.26,3.6107,32.7523,1
-29514642#9,295144412,301490941,126.51,3.6108,35.0369,1
-29798217#1,328346645,293458971,186.91,3.6107,51.7649,1
-29798223,328347183,328347159,115.39,3.6108,31.9572,1
-29798227#1,328347615,301490951,20.07,3.6107,5.5585,1
-29798230#2,293459056,328348027,37.96,4.5143,8.4089,1
-29798232#1,328348214,293459059,64.39,4.5143,14.2637,1
-29798232#2,328348395,328348214,165.21,4.5142,36.5975,1
-29798234#1,328348735,328348214,166.76,4.5142,36.9409,1
-29798237#1,2445342292,328348878,130.49,4.5143,28.9062,1
-29798239#5,328349083,328349053,568.64,4.5143,125.9655,1
-29798242#1,328350787,328350274,53.17,4.5143,11.7782,1
-29798242#2,328350885,328350787,119.36,4.5143,26.4406,1
-29798244#2,328350885,328350787,345.25,4.5143,76.48,1
-29798244#4,328351347,328350885,154.07,4.5142,34.1298,1
-29798247#2,328351618,293459077,310.48,4.5142,68.7778,1
-29798250#1,328351901,328350306,101.24,4.5142,22.4268,1
-29798262#1,328354585,293459105,102.99,4.5142,22.8145,1
-29798265#1,328349949,328349888,161.21,4.5142,35.7114,1
-29798267#2,328355015,328349970,261.51,4.5143,57.9298,1
-29880248#1,329250481,293458913,10.9,3.6107,3.0188,1
-29880253#1,301490899,329251090,62.56,3.6107,17.3262,1
-29880253#3,301490902,301490899,73.02,3.6107,20.2231,1
-29880253#6,301490903,301490902,67.66,3.6107,18.7385,1
-29965241#0,328352005,328351901,18.04,4.5142,3.9963,1
-29965241#1,328351901,328352005,20.19,4.5142,4.4726,1
-29965246#2,299022624,297338288,416.52,4.5143,92.2677,1
-29965248#2,1699698670,293459086,511.64,4.5143,113.3388,1
-29965250#2,329923257,329923235,172.79,4.5142,38.2766,1
-29965251,329923258,329923257,55.88,4.5143,12.3785,1
-29965253#0,329923305,329923258,27.9,4.5143,6.1803,1
-29965253#1,329923258,329923305,0.2,4.5147,0.0443,1
-29965255#0,328354473,328354585,16.0,4.5143,3.5443,1
-29965255#1,328354585,328354473,14.56,4.5144,3.2252,1
-29965258#1,329923506,329923308,72.87,4.5143,16.1422,1
-29965258#3,329923312,329923506,63.03,4.5142,13.9625,1
-29965262,2466643837,301490917,49.64,3.6108,13.7477,1
-29965264#1,329923483,329923481,74.38,4.5143,16.4766,1
-29965264#6,329923506,329923483,235.81,4.5142,52.2369,1
-29965266#1,329923508,329923483,21.72,4.5143,4.8114,1
-29965268#0,329923517,329923508,14.54,4.5143,3.2209,1
-29965268#1,329923508,329923517,15.5,4.5143,3.4335,1
-29965271#1,329923537,295144589,77.2,4.5142,17.1015,1
-29965273#0,329923547,329923537,15.93,4.5142,3.5289,1
-29965273#1,329923537,329923547,14.77,4.5141,3.272,1
-29965275#0,328348571,328348395,40.2,4.5142,8.9052,1
-29965275#1,328348395,328348571,34.32,4.5143,7.6025,1
-29965278#0,328348813,328348735,20.53,4.5144,4.5477,1
-29965278#1,328348735,328348813,11.99,4.5143,2.656,1
-29965280#0,2445342292,328348914,0.2,4.5147,0.0443,1
-29965280#1,328348914,2445342292,32.85,4.5143,7.2769,1
-29965283#1,329923585,295144616,108.75,4.5142,24.0905,1
-29965287#1,329923619,329923559,59.72,4.5143,13.2292,1
-29965288#0,329923638,329923619,78.74,4.5143,17.4425,1
-29965288#1,329923619,329923638,84.5,4.5143,18.7185,1
-29965301,329923828,329923749,271.92,4.5142,60.236,1
-29965303#3,329923903,329923828,416.63,4.5142,92.2923,1
-29965305#0,295144554,329923907,40.43,3.6107,11.1972,1
-29965305#1,329923907,295144554,1.34,3.6109,0.3711,1
-29965308#1,329923939,299134026,127.14,3.6108,35.2114,1
-29965312#1,329923974,299134025,130.99,3.6107,36.2778,1
-29965316#1,329924001,299134024,136.27,3.6108,37.74,1
-29965320,329924120,329924062,162.21,3.6107,44.9243,1
-29965325#1,329924198,295406626,39.41,3.6107,10.9148,1
-29965327#0,329924219,329924198,29.13,3.6107,8.0677,1
-29965327#1,329924198,329924219,31.18,3.6107,8.6354,1
-29965330#6,295406648,295406642,376.84,3.6107,104.3662,1
-29965333#2,306013067,306013066,407.15,3.6107,112.7606,1
-29965344#0,328347209,328347183,16.84,3.6106,4.664,1
-29965344#1,328347183,328347209,68.41,3.6108,18.9462,1
-29965346#0,329250345,329250481,29.1,3.6107,8.0594,1
-29965346#1,329250481,329250345,27.33,3.6108,7.5689,1
-29965348#0,328347026,328347123,20.38,3.6107,5.6443,1
-29965348#1,328347123,328347026,35.88,3.6108,9.9369,1
-29965350#0,328346710,328346645,43.59,3.6107,12.0723,1
