project,scale,experiment,method,check_type,status,subject,detail
extension,small,node_size,ACO,travel_component_sum,PASS,N20_C1_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,node_size,ACO,walk_alias_consistency,PASS,N20_C1_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,node_size,ACO,travel_alias_consistency,PASS,N20_C1_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,node_size,GA,walk_component_sum,PASS,N20_C1_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,node_size,GA,travel_component_sum,PASS,N20_C1_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,node_size,GA,walk_alias_consistency,PASS,N20_C1_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,node_size,GA,travel_alias_consistency,PASS,N20_C1_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,node_size,Optimization,walk_component_sum,PASS,N20_C1_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,node_size,Optimization,travel_component_sum,PASS,N20_C1_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,node_size,Optimization,walk_alias_consistency,PASS,N20_C1_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,node_size,Optimization,travel_alias_consistency,PASS,N20_C1_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,node_size,PSO,walk_component_sum,PASS,N20_C1_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,node_size,PSO,travel_component_sum,PASS,N20_C1_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,node_size,PSO,walk_alias_consistency,PASS,N20_C1_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,node_size,PSO,travel_alias_consistency,PASS,N20_C1_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,edge_density,ACO,walk_component_sum,PASS,N20_C2_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,edge_density,ACO,travel_component_sum,PASS,N20_C2_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,edge_density,ACO,walk_alias_consistency,PASS,N20_C2_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,edge_density,ACO,travel_alias_consistency,PASS,N20_C2_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,edge_density,GA,walk_component_sum,PASS,N20_C2_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,edge_density,GA,travel_component_sum,PASS,N20_C2_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,edge_density,GA,walk_alias_consistency,PASS,N20_C2_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,edge_density,GA,travel_alias_consistency,PASS,N20_C2_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,edge_density,Optimization,walk_component_sum,PASS,N20_C2_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,edge_density,Optimization,travel_component_sum,PASS,N20_C2_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,edge_density,Optimization,walk_alias_consistency,PASS,N20_C2_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,edge_density,Optimization,travel_alias_consistency,PASS,N20_C2_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,edge_density,PSO,walk_component_sum,PASS,N20_C2_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,edge_density,PSO,travel_component_sum,PASS,N20_C2_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,edge_density,PSO,walk_alias_consistency,PASS,N20_C2_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,edge_density,PSO,travel_alias_consistency,PASS,N20_C2_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_supply,ACO,walk_component_sum,PASS,N20_C3_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_supply,ACO,travel_component_sum,PASS,N20_C3_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_supply,ACO,walk_alias_consistency,PASS,N20_C3_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_supply,ACO,travel_alias_consistency,PASS,N20_C3_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_supply,GA,walk_component_sum,PASS,N20_C3_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_supply,GA,travel_component_sum,PASS,N20_C3_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_supply,GA,walk_alias_consistency,PASS,N20_C3_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_supply,GA,travel_alias_consistency,PASS,N20_C3_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_supply,Optimization,walk_component_sum,PASS,N20_C3_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_supply,Optimization,travel_component_sum,PASS,N20_C3_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_supply,Optimization,walk_alias_consistency,PASS,N20_C3_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_supply,Optimization,travel_alias_consistency,PASS,N20_C3_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_supply,PSO,walk_component_sum,PASS,N20_C3_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_supply,PSO,travel_component_sum,PASS,N20_C3_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_supply,PSO,walk_alias_consistency,PASS,N20_C3_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_supply,PSO,travel_alias_consistency,PASS,N20_C3_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,maximum_walking_distance,ACO,walk_component_sum,PASS,N20_C4_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,maximum_walking_distance,ACO,travel_component_sum,PASS,N20_C4_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,maximum_walking_distance,ACO,walk_alias_consistency,PASS,N20_C4_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,maximum_walking_distance,ACO,travel_alias_consistency,PASS,N20_C4_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,maximum_walking_distance,GA,walk_component_sum,PASS,N20_C4_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,maximum_walking_distance,GA,travel_component_sum,PASS,N20_C4_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,maximum_walking_distance,GA,walk_alias_consistency,PASS,N20_C4_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,maximum_walking_distance,GA,travel_alias_consistency,PASS,N20_C4_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,maximum_walking_distance,Optimization,walk_component_sum,PASS,N20_C4_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,maximum_walking_distance,Optimization,travel_component_sum,PASS,N20_C4_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,maximum_walking_distance,Optimization,walk_alias_consistency,PASS,N20_C4_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,maximum_walking_distance,Optimization,travel_alias_consistency,PASS,N20_C4_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,maximum_walking_distance,PSO,walk_component_sum,PASS,N20_C4_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,maximum_walking_distance,PSO,travel_component_sum,PASS,N20_C4_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,maximum_walking_distance,PSO,walk_alias_consistency,PASS,N20_C4_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,maximum_walking_distance,PSO,travel_alias_consistency,PASS,N20_C4_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,traffic_level,ACO,walk_component_sum,PASS,N20_C5_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,traffic_level,ACO,travel_component_sum,PASS,N20_C5_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,traffic_level,ACO,walk_alias_consistency,PASS,N20_C5_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,traffic_level,ACO,travel_alias_consistency,PASS,N20_C5_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,traffic_level,GA,walk_component_sum,PASS,N20_C5_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,traffic_level,GA,travel_component_sum,PASS,N20_C5_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 1.38778e-17
extension,small,traffic_level,GA,walk_alias_consistency,PASS,N20_C5_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,traffic_level,GA,travel_alias_consistency,PASS,N20_C5_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,traffic_level,Optimization,walk_component_sum,PASS,N20_C5_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,traffic_level,Optimization,travel_component_sum,PASS,N20_C5_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,traffic_level,Optimization,walk_alias_consistency,PASS,N20_C5_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,traffic_level,Optimization,travel_alias_consistency,PASS,N20_C5_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,traffic_level,PSO,walk_component_sum,PASS,N20_C5_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,traffic_level,PSO,travel_component_sum,PASS,N20_C5_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 1.38778e-17
extension,small,traffic_level,PSO,walk_alias_consistency,PASS,N20_C5_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,traffic_level,PSO,travel_alias_consistency,PASS,N20_C5_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,traffic_level,ACO,walk_component_sum,PASS,N20_C6_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,traffic_level,ACO,travel_component_sum,PASS,N20_C6_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,traffic_level,ACO,walk_alias_consistency,PASS,N20_C6_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,traffic_level,ACO,travel_alias_consistency,PASS,N20_C6_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,traffic_level,GA,walk_component_sum,PASS,N20_C6_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,traffic_level,GA,travel_component_sum,PASS,N20_C6_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 1.38778e-17
extension,small,traffic_level,GA,walk_alias_consistency,PASS,N20_C6_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,traffic_level,GA,travel_alias_consistency,PASS,N20_C6_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,traffic_level,Optimization,walk_component_sum,PASS,N20_C6_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,traffic_level,Optimization,travel_component_sum,PASS,N20_C6_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,traffic_level,Optimization,walk_alias_consistency,PASS,N20_C6_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,traffic_level,Optimization,travel_alias_consistency,PASS,N20_C6_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,traffic_level,PSO,walk_component_sum,PASS,N20_C6_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,traffic_level,PSO,travel_component_sum,PASS,N20_C6_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,traffic_level,PSO,walk_alias_consistency,PASS,N20_C6_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,traffic_level,PSO,travel_alias_consistency,PASS,N20_C6_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,objective_weight_alpha,ACO,walk_component_sum,PASS,N20_C7_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,ACO,travel_component_sum,PASS,N20_C7_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,ACO,walk_alias_consistency,PASS,N20_C7_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,objective_weight_alpha,ACO,travel_alias_consistency,PASS,N20_C7_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,objective_weight_alpha,GA,walk_component_sum,PASS,N20_C7_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,GA,travel_component_sum,PASS,N20_C7_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,GA,walk_alias_consistency,PASS,N20_C7_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,objective_weight_alpha,GA,travel_alias_consistency,PASS,N20_C7_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,objective_weight_alpha,Optimization,walk_component_sum,PASS,N20_C7_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,Optimization,travel_component_sum,PASS,N20_C7_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,Optimization,walk_alias_consistency,PASS,N20_C7_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,objective_weight_alpha,Optimization,travel_alias_consistency,PASS,N20_C7_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,objective_weight_alpha,PSO,walk_component_sum,PASS,N20_C7_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,PSO,travel_component_sum,PASS,N20_C7_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,PSO,walk_alias_consistency,PASS,N20_C7_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,objective_weight_alpha,PSO,travel_alias_consistency,PASS,N20_C7_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,objective_weight_alpha,ACO,walk_component_sum,PASS,N20_C8_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,ACO,travel_component_sum,PASS,N20_C8_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,ACO,walk_alias_consistency,PASS,N20_C8_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,objective_weight_alpha,ACO,travel_alias_consistency,PASS,N20_C8_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,objective_weight_alpha,GA,walk_component_sum,PASS,N20_C8_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,GA,travel_component_sum,PASS,N20_C8_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,GA,walk_alias_consistency,PASS,N20_C8_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,objective_weight_alpha,GA,travel_alias_consistency,PASS,N20_C8_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,objective_weight_alpha,Optimization,walk_component_sum,PASS,N20_C8_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,Optimization,travel_component_sum,PASS,N20_C8_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,Optimization,walk_alias_consistency,PASS,N20_C8_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,objective_weight_alpha,Optimization,travel_alias_consistency,PASS,N20_C8_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,objective_weight_alpha,PSO,walk_component_sum,PASS,N20_C8_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,PSO,travel_component_sum,PASS,N20_C8_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,objective_weight_alpha,PSO,walk_alias_consistency,PASS,N20_C8_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,objective_weight_alpha,PSO,travel_alias_consistency,PASS,N20_C8_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_budget_cmax,ACO,walk_component_sum,PASS,N20_C9_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_budget_cmax,ACO,travel_component_sum,PASS,N20_C9_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_budget_cmax,ACO,walk_alias_consistency,PASS,N20_C9_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_budget_cmax,ACO,travel_alias_consistency,PASS,N20_C9_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_budget_cmax,GA,walk_component_sum,PASS,N20_C9_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_budget_cmax,GA,travel_component_sum,PASS,N20_C9_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_budget_cmax,GA,walk_alias_consistency,PASS,N20_C9_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_budget_cmax,GA,travel_alias_consistency,PASS,N20_C9_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_budget_cmax,Optimization,walk_component_sum,PASS,N20_C9_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_budget_cmax,Optimization,travel_component_sum,PASS,N20_C9_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 1.38778e-17
extension,small,parking_budget_cmax,Optimization,walk_alias_consistency,PASS,N20_C9_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_budget_cmax,Optimization,travel_alias_consistency,PASS,N20_C9_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_budget_cmax,PSO,walk_component_sum,PASS,N20_C9_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_budget_cmax,PSO,travel_component_sum,PASS,N20_C9_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_budget_cmax,PSO,walk_alias_consistency,PASS,N20_C9_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_budget_cmax,PSO,travel_alias_consistency,PASS,N20_C9_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_cost_range,ACO,walk_component_sum,PASS,N30_C10_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_cost_range,ACO,travel_component_sum,PASS,N30_C10_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_cost_range,ACO,walk_alias_consistency,PASS,N30_C10_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_cost_range,ACO,travel_alias_consistency,PASS,N30_C10_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_cost_range,GA,walk_component_sum,PASS,N30_C10_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_cost_range,GA,travel_component_sum,PASS,N30_C10_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_cost_range,GA,walk_alias_consistency,PASS,N30_C10_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_cost_range,GA,travel_alias_consistency,PASS,N30_C10_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_cost_range,Optimization,walk_component_sum,PASS,N30_C10_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_cost_range,Optimization,travel_component_sum,PASS,N30_C10_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_cost_range,Optimization,walk_alias_consistency,PASS,N30_C10_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_cost_range,Optimization,travel_alias_consistency,PASS,N30_C10_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_cost_range,PSO,walk_component_sum,PASS,N30_C10_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_cost_range,PSO,travel_component_sum,PASS,N30_C10_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_cost_range,PSO,walk_alias_consistency,PASS,N30_C10_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_cost_range,PSO,travel_alias_consistency,PASS,N30_C10_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,node_size,ACO,walk_component_sum,PASS,N30_C1_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,node_size,ACO,travel_component_sum,PASS,N30_C1_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,node_size,ACO,walk_alias_consistency,PASS,N30_C1_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,node_size,ACO,travel_alias_consistency,PASS,N30_C1_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,node_size,GA,walk_component_sum,PASS,N30_C1_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,node_size,GA,travel_component_sum,PASS,N30_C1_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,node_size,GA,walk_alias_consistency,PASS,N30_C1_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,node_size,GA,travel_alias_consistency,PASS,N30_C1_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,node_size,Optimization,walk_component_sum,PASS,N30_C1_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,node_size,Optimization,travel_component_sum,PASS,N30_C1_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,node_size,Optimization,walk_alias_consistency,PASS,N30_C1_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,node_size,Optimization,travel_alias_consistency,PASS,N30_C1_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,node_size,PSO,walk_component_sum,PASS,N30_C1_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,node_size,PSO,travel_component_sum,PASS,N30_C1_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,node_size,PSO,walk_alias_consistency,PASS,N30_C1_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,node_size,PSO,travel_alias_consistency,PASS,N30_C1_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,edge_density,ACO,walk_component_sum,PASS,N30_C2_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,edge_density,ACO,travel_component_sum,PASS,N30_C2_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,edge_density,ACO,walk_alias_consistency,PASS,N30_C2_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,edge_density,ACO,travel_alias_consistency,PASS,N30_C2_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,edge_density,GA,walk_component_sum,PASS,N30_C2_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,edge_density,GA,travel_component_sum,PASS,N30_C2_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,edge_density,GA,walk_alias_consistency,PASS,N30_C2_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,edge_density,GA,travel_alias_consistency,PASS,N30_C2_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,edge_density,Optimization,walk_component_sum,PASS,N30_C2_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,edge_density,Optimization,travel_component_sum,PASS,N30_C2_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,edge_density,Optimization,walk_alias_consistency,PASS,N30_C2_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,edge_density,Optimization,travel_alias_consistency,PASS,N30_C2_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,edge_density,PSO,walk_component_sum,PASS,N30_C2_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,edge_density,PSO,travel_component_sum,PASS,N30_C2_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,edge_density,PSO,walk_alias_consistency,PASS,N30_C2_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,edge_density,PSO,travel_alias_consistency,PASS,N30_C2_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_supply,ACO,walk_component_sum,PASS,N30_C3_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_supply,ACO,travel_component_sum,PASS,N30_C3_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_supply,ACO,walk_alias_consistency,PASS,N30_C3_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_supply,ACO,travel_alias_consistency,PASS,N30_C3_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_supply,GA,walk_component_sum,PASS,N30_C3_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_supply,GA,travel_component_sum,PASS,N30_C3_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_supply,GA,walk_alias_consistency,PASS,N30_C3_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_supply,GA,travel_alias_consistency,PASS,N30_C3_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_supply,Optimization,walk_component_sum,PASS,N30_C3_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_supply,Optimization,travel_component_sum,PASS,N30_C3_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_supply,Optimization,walk_alias_consistency,PASS,N30_C3_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_supply,Optimization,travel_alias_consistency,PASS,N30_C3_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,parking_supply,PSO,walk_component_sum,PASS,N30_C3_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,parking_supply,PSO,travel_component_sum,PASS,N30_C3_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,parking_supply,PSO,walk_alias_consistency,PASS,N30_C3_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,parking_supply,PSO,travel_alias_consistency,PASS,N30_C3_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,maximum_walking_distance,ACO,walk_component_sum,PASS,N30_C4_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,small,maximum_walking_distance,ACO,travel_component_sum,PASS,N30_C4_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,small,maximum_walking_distance,ACO,walk_alias_consistency,PASS,N30_C4_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,small,maximum_walking_distance,ACO,travel_alias_consistency,PASS,N30_C4_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,small,maximum_walking_distance,GA,walk_component_sum,PASS,N30_C4_I1.dat,total_walk - (internal_walk + external_walk) = 0
