edge_id,from_node,to_node,length_m,speed_mps,drive_time_s,num_lanes
-25917655#3,283267440,294311965,434.12,13.89,31.2541,1
-25919964#2,297323240,282741811,290.24,13.89,20.8956,1
-25919964#3,297323209,297323240,124.91,13.89,8.9928,1
-25919964#4,297323175,297323209,96.55,13.8901,6.951,1
-25919964#5,295144774,297323175,178.52,13.89,12.8524,1
-25926424#3,282813661,282813667,207.45,13.89,14.9352,1
-25926424#8,292443705,282813661,560.68,13.89,40.3657,1
-25926427#0,296180970,296180964,16.56,13.8903,1.1922,1
-25926427#1,296180964,296180970,18.56,13.8901,1.3362,1
-25926428#0,1605629382,296180981,0.2,13.8889,0.0144,1
-25926428#1,296180981,1605629382,38.41,13.89,2.7653,1
-25975413#3,283267192,293815250,98.1,13.8901,7.0626,2
-25975416#4,282813661,296180936,213.81,13.89,15.3931,2
-26144380#2,331969760,286310790,1282.9,11.11,115.4725,1
-26144380#3,338450658,331969760,347.76,11.11,31.3015,1
-26240576#8,287354790,287354791,106.57,11.11,9.5923,1
-26240578#2,416305403,416237495,104.38,11.11,9.3951,1
-26240578#4,416277147,416305403,80.09,11.11,7.2088,1
-26240578#5,1463004904,416277147,22.31,11.11,2.0081,1
-26240580#1,418988973,287354799,64.73,8.33,7.7707,1
-26240580#2,418988974,418988973,69.5,8.33,8.3433,1
-26240580#3,422347593,418988974,27.32,8.33,3.2797,1
-26240659#2,294298864,251576068,130.95,8.33,15.7203,1
-26240660#3,295406694,12035072775,150.08,8.33,18.0168,1
-26241050#4,287360585,250931944,149.88,8.33,17.9928,1
-265303877#4,1570470755,13319810686,95.45,13.8899,6.8719,3
-26639028#0,345084761,345084800,16.59,13.8898,1.1944,2
-26639028#6,1914277251,345084761,122.93,13.8899,8.8503,2
-26639030#1,332419216,290577237,198.87,11.11,17.9001,1
-26741446#2,416297051,421138218,53.68,11.11,4.8317,1
-26753580#1,301490923,293459053,258.26,11.11,23.2457,1
-26753580#2,301490930,301490923,82.28,11.1101,7.4059,1
-26753580#3,301490931,301490930,78.8,11.11,7.0927,1
-26753580#5,329923424,301490931,91.12,11.11,8.2016,1
-26753582#2,293459054,cluster_2465719590_2465719595_293459038,52.92,13.8901,3.8099,2
-26753583#1,328350274,293815250,25.89,22.2194,1.1652,1
-26753583#10,328349949,293815251,94.58,22.2201,4.2565,1
-26753583#11,328349970,328349949,82.83,22.2201,3.7277,1
-26753583#12,295144606,328349970,77.66,22.2203,3.495,1
-26753583#13,295144602,295144606,98.84,22.2202,4.4482,1
-26753583#14,329923481,295144602,63.9,22.2199,2.8758,1
-26753583#15,329923308,329923481,112.1,22.22,5.045,1
-26753583#2,297338222,328350274,29.2,22.2205,1.3141,1
-26753583#3,328351347,297338222,27.09,22.2195,1.2192,1
-26753583#4,293459077,328351347,28.1,22.2205,1.2646,1
-26753583#6,328350306,293459077,76.38,22.2203,3.4374,1
-26753583#7,293459086,328350306,357.47,22.2199,16.0878,1
-26753583#8,1699698670,293459086,50.68,22.2203,2.2808,1
-26753583#9,293815251,1699698670,135.92,22.22,6.117,1
-26786022#2,283267193,283267192,73.44,13.8899,5.2873,1
-26786022#3,283267196,283267193,27.33,13.89,1.9676,1
-26786022#4,283267199,283267196,42.04,13.8902,3.0266,1
-26786022#5,283361015,283267199,1430.44,13.89,102.9834,1
-26786023#0,293815251,4494532663,428.82,13.89,30.8726,1
-26786023#1,328349888,293815251,58.76,13.8899,4.2304,1
-26786023#2,330382360,328349888,82.77,13.8899,5.959,1
-26786023#3,293815255,330382360,74.04,13.8899,5.3305,1
-26786023#4,293815259,293815255,155.77,13.8901,11.2145,1
-26786025#2,295144385,293815289,122.5,11.11,11.0261,1
-26786025#3,293815292,295144385,238.89,11.11,21.5023,1
-26792873#2,422347597,340433834,42.85,11.11,3.8569,1
-26792873#4,418988975,422347597,199.49,11.11,17.9559,1
-26796365#3,287354802,293956352,130.83,11.11,11.7759,1
-26796369#18,306013084,293956368,731.41,11.11,65.8335,1
-26796370#3,1685401927,293956356,162.87,11.11,14.6598,1
-26796370#7,334325786,1685401927,408.42,11.11,36.7615,1
-26796371#3,293956384,1685401927,238.16,11.11,21.4365,1
-26796371#4,334325786,293956384,136.86,11.11,12.3186,1
-26796371#6,293956396,334325786,118.24,11.11,10.6427,1
-26796372#3,293956420,293956398,507.53,11.11,45.6823,1
-26796373#1,293956423,293956384,64.88,11.11,5.8398,1
-26796374#0,492693266,293956423,37.28,11.1101,3.3555,1
-26796374#1,293956423,492693266,34.64,11.11,3.1179,1
-26796375#1,293956528,293956530,59.89,11.1101,5.3906,1
-26796375#2,293956526,293956528,79.92,11.11,7.1935,1
-26796375#3,293956561,293956526,35.97,11.1101,3.2376,1
-26796375#6,293956522,293956561,87.12,11.11,7.8416,1
-26796376#0,1019435810,293956462,29.69,11.1099,2.6724,1
-26796376#1,293956462,1019435810,23.09,11.11,2.0783,1
-26796377#1,293956505,293956447,139.6,11.11,12.5653,1
-26796378#0,293956512,293956505,21.03,11.1099,1.8929,1
-26796378#1,293956505,293956512,34.87,11.11,3.1386,1
-26796379#1,293956447,293956442,52.98,11.1099,4.7687,1
-26796379#2,293956462,293956447,245.16,11.11,22.0666,1
-26796380#1,293956532,293956526,76.69,11.11,6.9028,1
-26796381#0,334325720,293956532,66.09,11.11,5.9487,1
-26796381#1,293956532,334325720,49.89,11.1101,4.4905,1
-26796382#1,293956541,293956528,61.21,11.1099,5.5095,1
-26796383#0,1019435828,293956541,27.28,11.1102,2.4554,1
-26796383#1,293956541,1019435828,26.27,11.1102,2.3645,1
-26796384#2,293956530,293956561,232.77,11.11,20.9514,1
-26796385,293956572,293956530,93.44,11.1101,8.4104,1
-26796386#0,293956605,293956572,44.64,11.11,4.018,1
-26796386#1,293956572,293956605,31.04,11.1099,2.7939,1
-268105813#0,331969552,331969548,20.48,11.1099,1.8434,1
-268105813#1,331969548,331969552,26.03,11.1102,2.3429,1
-268106078,338450585,331969537,15.18,11.1103,1.3663,1
-26824753#0,294269746,294269553,105.57,13.8901,7.6004,1
-26824753#1,294269662,294269746,535.15,13.89,38.5277,1
-26824753#2,294269657,294269662,67.61,13.8901,4.8675,1
-26824753#4,cluster_283267449_334325585,294269657,52.42,13.8901,3.7739,1
-26824754,294269673,294269662,109.65,13.8899,7.8942,1
-26824755#0,294269692,294269673,38.53,13.8902,2.7739,1
-26824755#1,294269673,294269692,39.74,13.8898,2.8611,1
-26824756,294269724,294269657,108.16,13.89,7.7869,1
-26824757#0,1605646977,294269724,29.55,13.8902,2.1274,1
-26824757#1,294269724,1605646977,21.5,13.8898,1.5479,1
-26824758,294269776,294269746,220.93,13.89,15.9057,1
-26824759#0,1605647061,294269776,22.17,13.8901,1.5961,1
-26824759#1,294269776,1605647061,56.38,13.8901,4.059,1
-26825833#2,302857899,294298869,262.58,8.33,31.5222,1
-26825835#1,308232155,cluster_1944491020_481695415,33.28,22.2207,1.4977,1
-26825835#6,302857875,308232155,137.12,22.2201,6.171,1
-26826205#1,294312018,294264112,38.97,13.8901,2.8056,1
-26826205#10,294312055,294312026,303.76,13.89,21.869,1
-26826205#11,294312066,294312055,68.37,13.8901,4.9222,1
-26826205#13,294312075,294312066,84.65,13.89,6.0943,1
-26826205#3,294312021,294312018,116.39,13.89,8.3794,1
-26826205#4,294312022,294312021,77.97,13.89,5.6134,1
-26826205#6,294312026,294312022,92.64,13.8901,6.6695,1
-26826209#2,294312022,294312021,337.03,13.89,24.2642,1
-26826210#1,294312175,294312026,118.32,13.8899,8.5184,1
-26826210#4,294312018,294312175,246.34,13.89,17.7351,1
-26826211#1,294312222,294312175,34.78,13.8898,2.504,1
-26826212#0,294312233,294312222,19.33,13.8905,1.3916,1
-26826212#1,294312222,294312233,19.33,13.8905,1.3916,1
-26826214#1,294312295,294312055,222.33,13.89,16.0065,1
-26826214#4,294312066,294312295,269.61,13.89,19.4104,1
-26826216,294312341,294312295,63.8,13.8901,4.5932,1
-26826217#0,1605647023,294312341,25.63,13.8901,1.8452,1
-26826217#1,294312341,1605647023,18.29,13.8897,1.3168,1
-26826443#2,294320312,294320262,197.15,13.89,14.1937,1
-26826444#1,294320312,296267126,193.19,13.89,13.9086,1
-26826444#3,294320272,294320312,132.74,13.89,9.5565,1
-26826445#1,294320336,294320267,117.47,13.8899,8.4572,1
-26826446#0,294320347,294320336,27.78,13.89,2.0,1
-26826446#1,294320336,294320347,18.55,13.8899,1.3355,1
-26826447#1,294320377,294320264,119.43,13.89,8.5983,1
-26826448#0,1605646952,294320377,22.52,13.8901,1.6213,1
-26826448#1,294320377,1605646952,21.75,13.8898,1.5659,1
-26826450#1,294320454,294320425,118.15,13.89,8.5061,1
-26826451#10,296180936,282813667,367.87,13.89,26.4845,1
-26826451#2,296180940,294320425,394.0,13.89,28.3657,1
-26826451#4,282813667,296180940,61.0,13.8902,4.3916,1
-26826452#0,1605629462,294320454,32.59,13.89,2.3463,1
-26826452#1,294320454,1605629462,29.0,13.8902,2.0878,1
-26826454,1605629276,294320554,122.23,13.8899,8.7999,1
-26826455#0,294320588,1605629276,11.39,13.8902,0.82,1
-26826455#1,1605629276,294320588,26.86,13.8898,1.9338,1
-26826456#2,294320485,294320543,398.26,13.89,28.6724,1
-26935097#0,295144352,295144342,82.08,11.1101,7.3879,1
-26935097#1,295144384,295144352,221.81,11.11,19.9649,1
-26935097#4,295144385,295144384,72.43,11.1099,6.5194,1
-26935098#2,295144412,295144387,452.39,11.11,40.7192,1
-26935099#1,295144439,295144425,107.79,11.11,9.7021,1
-26935099#3,295144453,295144439,567.44,11.11,51.0747,1
-26935101#2,295144439,295144455,244.76,11.11,22.0306,1
-26935102#1,295144478,295144461,66.6,11.11,5.9946,1
-26935102#2,295144525,295144478,159.4,11.11,14.3474,1
-26935102#3,2455621140,295144525,49.5,11.1101,4.4554,1
-26935103#0,2455621140,295144542,0.2,11.1111,0.018,1
-26935103#2,295144542,2455621140,55.52,11.11,4.9973,1
-26935104#1,295144554,295144525,110.79,11.11,9.9721,1
-26935105#1,295144577,295144478,46.81,11.1101,4.2133,1
-26935107#0,2445343076,295144577,28.61,11.1098,2.5752,1
-26935107#1,295144577,2445343076,20.17,11.1099,1.8155,1
-26935109,328354337,328354238,15.8,13.8901,1.1375,1
-26935110#1,329923559,295144606,90.95,13.8899,6.5479,1
-26935110#2,295144616,329923559,20.58,13.8904,1.4816,1
-26935110#3,295144647,295144616,230.43,13.89,16.5896,1
-26935110#4,2445880917,295144647,12.4,13.8904,0.8927,1
-26935112#0,329923749,295144647,148.57,13.89,10.6962,1
-26935112#1,329923828,329923749,91.21,13.89,6.5666,1
-26935112#2,329923903,329923828,76.92,13.89,5.5378,1
-26935112#4,295144682,329923903,51.17,13.8902,3.6839,1
-26935117#3,295144774,cluster_334325602_82831071,338.4,13.89,24.3629,1
-26935117#4,295144792,295144774,126.42,13.89,9.1015,1
-26935118#0,295144805,295144792,26.95,13.8903,1.9402,1
-26935118#1,295144792,295144805,25.27,13.89,1.8193,1
-26935119#2,295144827,cluster_295144813_334325596,57.21,13.89,4.1188,1
-26935119#3,295144812,295144827,32.58,13.8898,2.3456,1
-26935119#5,295144826,295144812,26.81,13.8898,1.9302,1
-26935119#6,295144816,295144826,111.54,13.8901,8.0302,1
-26935119#7,295144826,295144816,270.55,13.89,19.478,1
-26935121,295144828,295144827,17.99,13.8897,1.2952,1
-26935122#0,295144843,295144828,23.31,13.8899,1.6782,1
-26935122#1,295144828,295144843,19.28,13.8905,1.388,1
-26935128#10,299045561,294298844,77.61,8.33,9.3169,1
-26935128#11,302857881,299045561,143.29,8.33,17.2017,1
-26935128#14,cluster_295144862_339573894,302857881,133.4,8.33,16.0144,1
-26935128#17,1999205833,cluster_295144862_339573894,40.06,8.33,4.8091,1
-26935128#3,338849148,cluster_251576070_309711638,129.74,8.33,15.575,1
-26935128#6,309711636,338849148,253.25,8.33,30.4022,1
-26935128#8,294298844,309711636,165.43,8.33,19.8595,1
-26935130#2,295406719,295406714,279.46,11.11,25.1539,1
-26935131#2,295144863,517706894,151.36,11.11,13.6238,1
-26935132#1,338450436,cluster_295144875_295144877,80.37,11.11,7.234,1
-26935132#2,338450433,338450436,70.23,11.1101,6.3213,1
-26937523#2,295175063,295175057,467.86,13.89,33.6832,1
-26937524#1,295175169,295175064,110.9,13.8899,7.9842,1
-26937525#4,295175192,295175071,108.12,13.89,7.784,1
-26937526#2,295175094,295175077,367.98,13.89,26.4924,1
-26958213#4,295406624,cluster_11386320246_295406610,173.08,11.11,15.5788,1
-26958214#11,295406624,329924062,132.19,11.11,11.8983,1
-26958214#12,295406626,295406624,54.56,11.11,4.9109,1
-26958214#13,9791424086,295406626,54.37,11.11,4.8938,1
-26958214#14,295406642,9791424086,19.91,11.1099,1.7921,1
-26958214#16,295406648,295406642,112.81,11.11,10.1539,1
-26958214#21,306013069,295406648,94.72,11.1099,8.5257,1
-26958214#6,299134026,299134041,353.44,11.11,31.8128,1
-26958214#7,299134025,299134026,68.38,11.11,6.1548,1
-26958214#8,299134024,299134025,88.5,11.11,7.9658,1
-26958214#9,329924062,299134024,261.25,11.11,23.5149,1
-26958215#3,293956353,295406663,335.04,11.11,30.1566,1
-26958217#5,cluster_295406695_4612010940_4614302181_6091318478,287356564,104.59,11.11,9.414,1
-26958219#3,309711609,cluster_295406695_4612010940_4614302181_6091318478,128.38,13.89,9.2426,1
-26958219#6,295699028,309711609,167.4,13.89,12.0518,1
-26958221#4,295144863,279068744,232.59,8.33,27.922,2
-26958222#2,344967416,295406701,73.26,11.1099,6.5941,1
-26958222#3,344967396,344967416,78.09,11.11,7.0288,1
-26958222#5,344967365,344967396,78.48,11.11,7.0639,1
-26958223#0,344967313,295406720,110.75,11.11,9.9685,1
-26958223#1,344967255,344967313,117.12,11.11,10.5419,1
-26958223#3,295406722,344967255,246.48,11.11,22.1854,1
-26958225#13,345085110,306201777,351.77,11.11,31.6625,1
-26958225#19,30255446,345085110,177.77,11.11,16.0009,1
-26958226#2,300707088,286311090,60.59,11.1101,5.4536,1
-26958226#5,300707133,300707088,159.73,11.11,14.3771,1
-26958226#9,293956355,300707133,67.76,11.11,6.099,1
-26965294#3,306013441,292190541,134.61,11.11,12.1161,1
-26978794#2,408435647,295699007,218.74,11.11,19.6886,1
-26978850#1,295701329,295700158,27.52,11.1102,2.477,1
-26978850#3,295700159,295701329,45.73,11.11,4.1161,1
-26978907#2,295701309,295701305,115.14,11.11,10.3636,1
-26978907#4,4612010944,295701309,15.36,11.1103,1.3825,1
-26978908#2,295701305,295701315,97.64,11.11,8.7885,1
-26978908#4,295701329,295701305,142.62,11.11,12.8371,1
-26979087#1,499953664,309711607,81.75,11.1101,7.3582,1
-26979087#3,295699025,499953664,71.18,11.1101,6.4068,1
-26979259#3,442760454,2753084568,216.91,11.11,19.5239,1
-26979259#5,295704979,442760454,43.35,11.11,3.9019,1
-26984331#3,310718855,250931959,53.31,13.89,3.838,2
-27006111#1,308232169,336984595,4.22,13.8907,0.3038,1
-27006111#11,336984427,294298844,206.48,13.89,14.8654,1
-27006111#13,cluster_294298830_340433787,336984427,88.19,13.8899,6.3492,1
-27006111#3,340085934,308232169,71.27,13.8901,5.131,1
-27006111#4,294298849,340085934,74.58,13.8901,5.3693,1
-27006111#6,299045565,294298849,84.78,13.8899,6.1037,1
-27006111#8,294298844,299045565,86.19,13.89,6.2052,1
-27007104#1,295175094,cluster_295175096_533769763,51.0,13.89,3.6717,1
-27007104#10,295175063,295175064,48.32,13.8898,3.4788,1
-27007104#11,295175057,295175063,75.86,13.89,5.4615,1
-27007104#16,cluster_295175045_340086020,295175057,186.07,13.89,13.396,1
-27007104#4,295175079,295175094,161.68,13.89,11.64,1
-27007104#5,295175077,295175079,36.68,13.8903,2.6407,1
-27007104#7,295175071,295175077,196.07,13.89,14.1159,1
-27007104#9,295175064,295175071,93.52,13.89,6.7329,1
-27020523#1,296267126,296180940,135.45,13.89,9.7516,1
-27020523#3,294320267,296267126,266.38,13.89,19.1778,1
-27020525#0,282813669,296180964,36.64,13.8898,2.6379,1
-27020525#2,282813677,282813669,116.56,13.8901,8.3916,1
-27020526#0,282813677,1605629382,30.29,13.89,2.1807,1
-27020526#2,282813678,282813677,53.27,13.8901,3.8351,1
-27029216#1,296266992,296266991,53.59,13.8899,3.8582,1
-27029217#0,296267003,296266992,67.16,13.8901,4.8351,1
-27029217#1,296266992,296267003,58.57,13.89,4.2167,1
-27029218#1,296267023,296267014,111.12,13.89,8.0,1
-27029220#0,296267037,296267023,24.31,13.8898,1.7502,1
-27029220#1,296267023,296267037,20.39,13.8896,1.468,1
-27029222,296267066,294320525,114.04,13.89,8.2102,1
-27029223#0,296267076,296267066,15.73,13.8896,1.1325,1
-27029223#1,296267066,296267076,13.27,13.8895,0.9554,1
-27029231#1,296267149,296267145,71.27,13.8901,5.131,1
-27029232#0,296267159,296267149,19.41,13.8901,1.3974,1
-27029232#1,296267149,296267159,15.49,13.8899,1.1152,1
-27046680#2,296501357,296501324,384.24,13.89,27.6631,1
-27046681#1,296501365,296501518,123.57,13.89,8.8963,1
-27046681#2,296501357,296501365,185.62,13.89,13.3636,1
-27046682#1,296501590,296501518,57.22,13.89,4.1195,1
-27046684#2,296501371,296501365,94.54,13.8901,6.8063,1
-27046687#0,296501392,296501371,24.19,13.8903,1.7415,1
-27046687#1,296501371,296501392,17.0,13.89,1.2239,1
-27073086#1,418991454,1553391593,50.51,13.8901,3.6364,2
-27073086#2,418988960,418991454,39.96,13.89,2.8769,2
-27073089#2,295704951,297024110,83.75,11.1099,7.5383,1
-27098626#3,297322540,12364195171,247.91,13.89,17.8481,1
-27098632#2,297322748,297322733,298.92,13.89,21.5205,1
-27098633#1,297322803,297322735,47.25,13.8901,3.4017,1
-27098634#2,297322540,2125413348,148.61,13.89,10.6991,1
-27098634#3,297322733,297322540,71.07,13.8901,5.1166,1
-27098634#4,297322735,297322733,69.47,13.8901,5.0014,1
-27098634#6,297322748,297322735,313.48,13.89,22.5688,1
-27098634#8,297322754,297322748,86.19,13.89,6.2052,1
-27098643,297322764,297322754,108.94,13.8899,7.8431,1
-27098644#0,297322764,297322762,0.2,13.8889,0.0144,1
-27098644#1,297322762,297322764,47.18,13.89,3.3967,1
-27098646#0,297322808,297322803,24.05,13.8897,1.7315,1
-27098646#1,297322803,297322808,19.13,13.8905,1.3772,1
-27098648,297322828,297322824,58.18,13.8901,4.1886,1
-27098649#0,297322842,297322828,15.12,13.8894,1.0886,1
-27098649#1,297322828,297322842,15.69,13.8899,1.1296,1
-27098650,297322888,295144808,510.0,13.89,36.7171,1
-27098653#1,297322935,297322900,31.53,13.8899,2.27,1
-27098654#0,297322943,297322935,21.97,13.8901,1.5817,1
-27098654#1,297322935,297322943,5.01,13.8897,0.3607,1
-27098655#1,297322900,cluster_300707134_300707139,30.12,13.8898,2.1685,1
-27098655#4,297322950,297322900,297.66,13.89,21.4298,1
-27098655#8,297322980,297322950,201.57,13.89,14.5119,1
-27098656#0,2458464742,297322980,12.67,13.8895,0.9122,1
-27098656#1,297322980,2458464742,15.77,13.8906,1.1353,1
-27098658#1,297323012,297322950,30.65,13.8901,2.2066,1
-27098659#0,297323020,297323012,12.63,13.8898,0.9093,1
-27098659#1,297323012,297323020,15.45,13.8901,1.1123,1
-27098668#1,297323178,297323175,62.31,13.8899,4.486,1
-27098670,297323215,297323209,73.61,13.89,5.2995,1
-27098671#1,297323261,297323240,89.01,13.89,6.4082,1
-27098672,297323244,297323240,84.81,13.8901,6.1058,1
-27098674#0,297323185,297323178,24.9,13.8897,1.7927,1
-27098674#1,297323178,297323185,26.9,13.8903,1.9366,1
-27098675#0,297323232,297323215,35.37,13.8902,2.5464,1
-27098675#1,297323215,297323232,25.98,13.8901,1.8704,1
-27098676#0,297323250,297323244,31.25,13.8901,2.2498,1
-27098676#1,297323244,297323250,28.36,13.8897,2.0418,1
-27098677#0,297323267,297323261,27.16,13.8897,1.9554,1
-27098677#1,297323261,297323267,23.24,13.8904,1.6731,1
-27100376#8,283267240,283267193,285.71,13.89,20.5695,1
-27100378#1,297338245,297338222,84.43,13.8899,6.0785,1
-27100380#0,297338265,297338245,23.82,13.89,1.7149,1
-27100380#1,297338245,297338265,21.73,13.8903,1.5644,1
-27100381#3,297338288,293459068,359.62,13.89,25.8906,1
-27127251#0,294320543,294320525,207.03,11.11,18.6346,1
-27127251#1,294320554,294320543,99.47,11.11,8.9532,1
-27127251#2,282813678,294320554,49.56,11.1101,4.4608,1
-27127251#4,cluster_282813679_340086008,282813678,41.52,11.1099,3.7372,1
-27142342#4,2713425617,297794499,608.03,11.11,54.7282,1
-27142349#4,253262192,297794517,353.78,11.11,31.8434,1
-27142368#2,297794521,297794591,349.88,11.11,31.4923,1
-27202412#6,500375337,298505224,111.16,11.11,10.0054,1
-27203035#4,418996072,298510756,127.81,11.11,11.5041,1
-27203087#4,298510750,298511021,179.11,11.11,16.1215,1
-27203087#8,392323912,298510750,122.3,11.11,11.0081,1
-27203123#2,298510752,298511554,120.33,11.11,10.8308,1
-27203123#6,298511555,298510752,180.62,11.11,16.2574,1
-27203308#7,298511554,340433857,217.44,11.11,19.5716,1
-27209884#3,422348163,1946220905,120.24,11.11,10.8227,1
-27209887#6,298584872,295699950,126.89,11.11,11.4212,1
-27209889#3,298584893,13130143614,62.78,11.1099,5.6508,1
-27209893#10,298584894,298584893,135.52,11.11,12.198,1
-27209897#1,416239712,416187388,77.66,11.11,6.9901,1
-27209897#3,416243489,416239712,80.47,11.11,7.243,1
-27209897#6,416224607,416243489,86.04,11.11,7.7444,1
-27228246#4,cluster_261687171_4318791396_4611982702_6538855870,300190245,88.21,11.11,7.9397,1
-27246069#1,299022634,299022625,70.91,13.89,5.1051,1
-27246071#0,299022645,299022634,20.01,13.89,1.4406,1
-27246071#1,299022634,299022645,18.79,13.8897,1.3528,1
-27246072#3,299022670,293459066,599.93,13.89,43.1915,1
-27246074#1,299022674,299022671,49.63,13.8899,3.5731,1
-27246074#2,299022677,299022674,53.23,13.8898,3.8323,1
-27246075#2,299022707,299022674,132.35,13.8901,9.5284,1
-27246076#0,299022692,299022677,30.81,13.8903,2.2181,1
-27246076#1,299022677,299022692,24.51,13.8898,1.7646,1
-27246077#0,299022715,299022707,26.7,13.8903,1.9222,1
-27246077#1,299022707,299022715,15.15,13.8902,1.0907,1
-27246477#1,499953675,499953678,38.89,13.8898,2.7999,1
-27246478#1,299027477,299027461,300.08,13.89,21.604,1
-27247557#1,309711626,387944279,209.2,11.11,18.8299,1
-27247559#10,363709175,363709429,78.05,11.11,7.0252,1
-27247559#12,331969397,363709175,79.47,11.11,7.153,1
-27247559#14,331969334,331969397,121.1,11.11,10.9001,1
-27247559#3,335820946,309711623,87.93,11.11,7.9145,1
-27247559#5,331969416,335820946,110.87,11.11,9.9793,1
-27247559#7,412689890,331969416,65.25,11.11,5.8731,1
-27247559#9,363709429,412689890,76.03,11.11,6.8434,1
-27247562#1,299045559,308232155,243.52,8.33,29.2341,1
-27247562#3,299045561,299045559,69.19,8.33,8.3061,1
-27247562#6,299045563,299045561,86.03,8.33,10.3277,1
-27247563#2,299045559,cluster_299045554_299045555_8637330184,138.29,8.33,16.6014,1
-27247564#0,302857880,cluster_299045554_299045555_8637330184,45.75,8.33,5.4922,1
-27247564#2,302857881,302857880,38.22,8.3301,4.5882,1
-27247564#5,306201538,302857881,85.37,8.33,10.2485,1
-27247564#9,cluster_308232170_339573892,306201538,97.2,8.33,11.6687,1
-27247565#1,330382522,330382526,98.98,11.11,8.9091,1
-27247565#13,cluster_306201556_339271925_339271926_340085904_#1more,cluster_306201559_340085876,147.82,11.11,13.3051,1
-27247565#2,330382521,330382522,32.4,11.11,2.9163,1
-27247565#4,330382520,330382521,70.47,11.1101,6.3429,1
-27247565#6,306201562,330382520,81.54,11.1101,7.3393,1
-27247565#9,cluster_306201559_340085876,306201562,156.61,11.11,14.0963,1
-27247566#10,299045585,309711636,83.83,8.33,10.0636,1
-27247566#13,299045587,299045585,88.57,8.33,10.6327,1
-27247566#16,340085935,299045587,75.32,8.33,9.042,1
-27247566#18,302857898,340085935,77.97,8.33,9.3601,1
-27247566#2,336984417,339271792,104.48,8.33,12.5426,1
-27247566#5,339271794,336984417,83.3,8.33,10.0,1
-27247566#7,309711636,339271794,84.04,8.33,10.0888,1
-27247567#1,339204557,294298869,128.01,8.33,15.3673,1
-27250938#0,418988958,418992828,228.22,13.89,16.4305,2
-27250938#2,338450634,418988958,83.61,13.8901,6.0194,2
-27250938#6,299089256,338450634,309.06,13.89,22.2505,2
-27255022#1,442755834,294320166,94.06,13.89,6.7718,1
-27255022#10,299184002,295175192,375.73,13.89,27.0504,1
-27255022#2,416285286,442755834,88.08,13.8899,6.3413,1
-27255022#4,295175192,416285286,81.62,13.8899,5.8762,1
-27265784#11,299276360,299276352,162.27,11.11,14.6058,1
-27265784#2,299276339,299276338,78.38,11.11,7.0549,1
-27265784#5,299276344,299276339,108.73,11.11,9.7867,1
-27265784#7,344967446,299276344,79.72,11.11,7.1755,1
-27265784#9,299276352,344967446,84.72,11.1099,7.6256,1
-27265785#1,299276374,299276361,503.45,11.11,45.315,1
-27267124#1,255942730,255942731,39.07,8.33,4.6903,1
-27267127#3,369888138,256993290,162.38,11.11,14.6157,1
-27267127#5,260316102,369888138,176.5,11.11,15.8866,1
-27274878#4,295704998,297024074,202.48,11.11,18.225,1
-27274878#5,295704979,295704998,114.73,11.11,10.3267,1
-27343396,411932204,442760457,277.07,11.11,24.9388,1
-27392323#16,300707133,300707088,583.0,11.11,52.4752,1
-27392324#1,2458465705,cluster_300707134_300707139,8.41,13.8893,0.6055,1
-27392324#3,334325970,2458465705,322.33,13.89,23.2059,1
-27392324#5,300707171,334325970,182.84,13.89,13.1634,1
-27392325#1,300707187,300707171,151.31,13.8901,10.8934,1
-27392325#4,300707191,300707187,47.48,13.8899,3.4183,1
-27392326,300707211,300707187,260.85,13.89,18.7797,1
-27459011#1,329251090,301490890,130.91,11.11,11.7831,1
-27459011#3,301490902,329251090,253.78,11.11,22.8425,1
-27459013#2,301490899,301490902,265.09,11.11,23.8605,1
-27459016#0,444672692,301490905,293.57,11.11,26.4239,1
-27459016#2,329250962,444672692,111.31,11.11,10.0189,1
-27459017#2,301490905,444672692,143.96,11.11,12.9577,1
-27459018#3,301490930,301490923,337.2,11.11,30.351,1
-27459019#2,293459040,301490931,546.38,11.11,49.1791,1
-27459020#1,301490943,301490941,67.21,11.11,6.0495,1
-27459020#3,301490944,301490943,71.59,11.1101,6.4437,1
-27459021#1,301490951,301490944,388.37,11.11,34.9568,1
-27459021#3,293459037,301490951,114.66,11.11,10.3204,1
-27459022#2,301490957,293459037,76.56,11.11,6.8911,1
-27459023#2,301490957,301490943,282.62,11.11,25.4383,1
-27459024#0,342187415,301490962,31.17,11.1099,2.8056,1
-27459024#1,301490962,342187415,33.64,11.11,3.0279,1
-27552599#0,1673536205,302464754,783.48,11.11,70.5203,1
-27552599#1,1673536222,1673536205,227.07,11.11,20.4383,1
-27552599#5,302464763,1673536222,163.75,11.11,14.739,1
-27582005#2,302857856,cluster_114197503_302857854,233.7,8.33,28.0552,1
-27582005#5,308232185,302857856,86.08,8.33,10.3337,1
-27582005#8,302857858,308232185,75.92,8.33,9.114,1
-27582008#2,302857856,308232171,210.96,8.33,25.3253,1
-27582008#4,302857899,302857856,82.34,8.33,9.8848,1
-27582009#10,1822055188,295144861,61.71,8.33,7.4082,1
-27582009#4,340085947,296018207,77.34,8.33,9.2845,1
-27582009#6,1801260560,340085947,61.45,8.3299,7.377,1
-27582009#8,295144861,1801260560,62.52,8.33,7.5054,1
-27872865#1,306013066,306013063,107.06,11.11,9.6364,1
